index,question_category,question,answers,correct_answers,answers_category
0000256,03,"A customer is planning to migrate their Microsoft SQL Server databases to AWS. Which AWS Services can the customer use to run their Microsoft SQL Server database on AWS? (Choose TWO)","AWS Fargate,Amazon Elastic Compute Cloud,Amazon RDS,AWS Database Migration service (DMS),AWS Lambda","Amazon Elastic Compute Cloud,Amazon RDS",1
0000257,03,"Which AWS Service can perform health checks on Amazon EC2 instances?","AWS CloudFormation,Amazon Route 53,Amazon Chime,Amazon Aurora","Amazon Route 53",0
0000258,03,"A company is developing an application that will leverage facial recognition to automate photo tagging. Which AWS Service should the company use for facial recognition?","Amazon Comprehend,AWS IAM,Amazon Polly,Amazon Rekognition","Amazon Rekognition",0
0000259,03,"Which of the following are examples of AWS-managed databases? (Choose TWO)","Amazon Neptune,Amazon CloudSearch,Microsoft SQL Server on Amazon EC2,MySQL on Amazon EC2,Amazon RDS for MySQL","Amazon Neptune,Amazon RDS for MySQL",1
0000260,03,"A company's AWS workflow requires that it periodically perform large-scale image and video processing jobs. Which EC2 instance class is best suited for this processing?","EC2 On-Demand Instances,EC2 Reserved Instances - No Upfront,EC2 Spot Instances,EC2 Reserved Instances - All Upfront","EC2 Spot Instances",0
0000261,03,"There is a requirement to grant a DevOps team full administrative access to all resources in an AWS account. Who can grant them these permissions?","AWS account owner,AWS technical account manager,AWS security team,AWS cloud support engineers","AWS account owner",0
0000262,03,"You need to migrate a large number of on-premises workloads to AWS. Which AWS service is the most appropriate?","AWS File Transfer Acceleration,AWS Server Migration Service,AWS Database Migration Service,AWS Application Discovery Service","AWS Server Migration Service",0
0000263,03,"What are some key benefits of using AWS CloudFormation? (Choose TWO)","It helps AWS customers deploy their applications without worrying about the underlying infrastructure,It applies advanced IAM security features automatically,It automates the provisioning and updating of your infrastructure in a safe and controlled manner,It allows you to model your entire infrastructure in just a text file,It compiles and builds application code in a timely manner","It automates the provisioning and updating of your infrastructure in a safe and controlled manner,It allows you to model your entire infrastructure in just a text file",1
0000264,03,"Which of the following is a cloud computing deployment model that connects infrastructure and applications between cloud-based resources and existing resources not located in the cloud?","On-premises,Mixed,Hybrid,Cloud","Hybrid",0
0000265,03,"A company is hosting business critical workloads in an AWS Region. Which AWS service can be used to create a mirror image in another AWS Region for disaster recovery?","CloudEndure Disaster Recovery,CloudEndure Migration,AWS Backup,AWS Glue","CloudEndure Disaster Recovery",0
0000266,03,"Which S3 storage class is most appropriate for static assets with stable access patterns?","S3 Standard-IA,S3 Intelligent-Tiering,S3 Glacier Deep Archive,S3 Standard","S3 Standard",0
0000267,03,"Where should you create a backup in another geographical location?","In another Edge location,In another Region,In another VPC,In another Availability Zone","In another Region",0
0000268,03,"Which statement is true regarding the security of Amazon EC2?","You should use instance store volumes to store login data,You should regularly patch the operating system and applications on your EC2 instances,You should deploy critical components of your application in the Availability Zone that you trust,You can track all API calls using Amazon Athena","You should regularly patch the operating system and applications on your EC2 instances",0
0000269,03,"What does AWS Cost Explorer provide to help manage your AWS spend?","Cost comparisons between AWS Cloud environments and on-premises environments,Accurate estimates of AWS service costs based on your expected usage,Consolidated billing,Highly accurate cost forecasts for up to 12 months ahead","Highly accurate cost forecasts for up to 12 months ahead",0
0000270,03,"Which Amazon RDS feature performs automatic failover when the primary database fails?","RDS Single-AZ,RDS Write Replica,RDS Snapshots,RDS Multi-AZ","RDS Multi-AZ",0
0000271,03,"What is the best way to reduce charges for on-demand EC2 instances when not in use?","Deleting all EBS volumes attached to the instances,You cannot minimize charges for on-demand instances,Terminating the instances,Stopping the instances","Stopping the instances",0
0000272,03,"Which strategy helps protect your AWS root account?","Delete root user access keys if you do not need them,Apply MFA for the root account and use it for all of your work,Access the root account only from your personal Mobile Phone,Only share your AWS account password or access keys with trusted persons","Delete root user access keys if you do not need them",0
0000273,03,"Which factors should be considered for Amazon EBS pricing? (Choose TWO)","The size of volumes provisioned per month,The compute capacity you consume,The amount of data you have stored in snapshots,The compute time you consume,The number of Snowball storage devices you request","The size of volumes provisioned per month,The amount of data you have stored in snapshots",1
0000274,03,"What is the AWS recommendation when granting permissions to IAM accounts?","Attach a separate IAM policy for each individual account,Apply the Principle of Least Privilege,For security purposes,you should not grant any permission to the DevOps team,Create six different IAM passwords","Apply the Principle of Least Privilege",0
0000275,03,"Which factors have the greatest impact on cost? (Choose TWO)","Compute charges,The number of services used,Data Transfer In charges,Data Transfer Out charges,The number of IAM roles provisioned","Compute charges,Data Transfer Out charges",1
0000276,03,"Who will get the largest discount on EC2 instances?","A user who chooses to buy On-demand,Convertible,Partial upfront instances,A user who chooses to buy Reserved,Convertible,All upfront instances,A user who chooses to buy Reserved,Standard,No upfront instances,A user who chooses to buy Reserved,Standard,All upfront instances","A user who chooses to buy Reserved,Standard,All upfront instances",0
0000277,03,"Which option is available when purchasing Amazon EC2 instances?","The ability to bid to get the lowest possible prices,The ability to register EC2 instances to get volume discounts on every hour the instances are running,The ability to buy Dedicated Instances for up to 90% discount,The ability to pay upfront to get lower hourly costs","The ability to pay upfront to get lower hourly costs",0
0000278,03,"What does the term 'Economies of scale' mean?","It means that you save more when you consume more,It means as more time passes using AWS,you pay more for its services,It means that AWS will continuously lower costs as it grows,It means that you have the ability to pay as you go","It means that AWS will continuously lower costs as it grows",0
0000279,03,"Which service helps dynamically match compute capacity during traffic spikes?","AWS Auto Scaling,Amazon Elastic Compute Cloud,Amazon Elastic File System,Amazon ElastiCache","AWS Auto Scaling",0
0000280,03,"Which statement is true about Amazon VPC?","Amazon VPC allows customers to control user interactions with all other AWS resources,AWS Customers have complete control over their Amazon VPC virtual networking environment,AWS is responsible for all the management and configuration details of Amazon VPC,Amazon VPC helps customers to review their AWS architecture and adopt best practices","AWS Customers have complete control over their Amazon VPC virtual networking environment",0
0000281,03,"Which tool can compare on-premises costs to AWS?","AWS Cost Explorer,AWS Pricing Calculator,AWS Budgets,AWS TCO Calculator","AWS TCO Calculator",0
0000282,03,"Which services provide real-time auditing for compliance and vulnerabilities? (Choose TWO)","AWS Config,Amazon Redshift,Amazon MQ,AWS Trusted Advisor,Amazon Cognito","AWS Config,AWS Trusted Advisor",1
0000283,03,"Which AWS service uses Puppet to automate EC2 configuration?","AWS OpsWorks,AWS CloudFormation,AWS Quick Starts,AWS CloudTrail","AWS OpsWorks",0
0000284,03,"Which service enables hybrid cloud application deployment?","Amazon Kinesis,Amazon QuickSight,AWS CodeDeploy,Amazon Athena","AWS CodeDeploy",0
0000285,03,"Which services are server-based? (Choose TWO)","Amazon RDS,Amazon DynamoDB,AWS Lambda,AWS Fargate,Amazon EMR","Amazon RDS,Amazon EMR",1
0000286,03,"What best describes penetration testing?","Testing your application's response time from different locations,Testing your network to find security vulnerabilities that an attacker could exploit,Testing your instances to check for the unhealthy ones,Testing your software for bugs and errors","Testing your network to find security vulnerabilities that an attacker could exploit",0
0000287,03,"Which are use cases for Amazon EMR? (Choose TWO)","Enables you to backup extremely large amounts of data at very low costs,Enables you to move Exabyte-scale data from on-premises datacenters into AWS,Enables you to analyze and process extremely large amounts of data in a timely manner,Enables you to easily run and scale Apache Spark,Hadoop,and other Big Data frameworks,Enables you to easily run and manage Docker containers","Enables you to analyze and process extremely large amounts of data in a timely manner,Enables you to easily run and scale Apache Spark,Hadoop,and other Big Data frameworks",1
0000288,03,"What should you do to access AWS support via chat?","There is no chat feature in AWS support,The chat feature is available for all plans for an additional fee,but you have to request it first,At a minimum,upgrade to Business support plan,Upgrade from the Basic Support plan to Developer Support","At a minimum,upgrade to Business support plan",0
0000289,03,"Which AWS service helps deploy applications without cloud experience?","AWS Fargate,AWS Batch,Amazon Personalize,AWS Elastic Beanstalk","AWS Elastic Beanstalk",0
0000290,03,"Which statement describes the AWS Pay-As-You-Go pricing model?","With AWS,you replace low upfront expenses with large variable payments,With AWS,you replace low upfront expenses with large fixed payments,With AWS,you replace large upfront expenses with low fixed payments,With AWS,you replace large capital expenses with low variable payments","With AWS,you replace large capital expenses with low variable payments",0
0000291,03,"For Amazon RDS databases,what does AWS perform on your behalf? (Choose TWO)","Database setup,Network traffic protection,Management of the operating system,Access management,Management of firewall rules","Database setup,Management of the operating system",1
0000292,03,"Which strategy helps analyze AWS costs?","Using tags to group resources,Using AWS CloudFormation to automate the deployment of resources,Deploying resources of the same type in different regions,Configuring Amazon Inspector to automatically analyze costs and email reports","Using tags to group resources",0
0000293,03,"Which service provides consistent connection for large data transfers?","AWS Direct Connect,Amazon Comprehend,AWS Snowmobile,AWS VPN","AWS Direct Connect",0
0000294,03,"What is the main benefit of AWS Storage Gateway?","It automates the process of building,maintaining,and running ETL jobs,It provides physical devices to migrate data from on premises to AWS,It allows integration of on-premises IT environments with Cloud Storage,It provides hardware-based key storage for regulatory compliance","It allows integration of on-premises IT environments with Cloud Storage",0
0000295,03,"Which storage option provides immediate retrieval of backups?","Amazon S3 Glacier Deep Archive,Amazon S3 Standard-Infrequent Access,Amazon S3 Glacier,Instance Store","Amazon S3 Standard-Infrequent Access",0
0000296,03,"Which service routes traffic for best global performance?","AWS Global Accelerator,AWS Data Pipeline,AWS DAX Accelerator,AWS Transfer Acceleration","AWS Global Accelerator",0
0000297,03,"Why are Serverless Architectures more economical?","Serverless Architectures use new powerful computing devices,With Server-based Architectures,compute resources continue to run all the time but with serverless architecture,compute resources are only used when code is being executed,When you reserve serverless capacity,you will get large discounts compared to server reservation,With Serverless Architectures you have the ability to scale automatically up or down as demand changes","With Server-based Architectures,compute resources continue to run all the time but with serverless architecture,compute resources are only used when code is being executed",0
0000298,03,"Which are use cases of Amazon Route 53? (Choose TWO)","Point-to-point connectivity between an on-premises data center and AWS,Detects configuration changes in the AWS environment,DNS configuration and management,Manages global application traffic through a variety of routing types,Provides infrastructure security optimization recommendations","DNS configuration and management,Manages global application traffic through a variety of routing types",1
0000299,03,"Which service transfers 200TB of data to AWS cost-effectively?","AWS Snowmobile,AWS Import/Export,AWS DMS,AWS Snowball","AWS Snowball",0
0000300,03,"Which service provides sub-millisecond latency for real-time IoT applications?","Amazon Redshift,Amazon Athena,AWS Cloud9,Amazon ElastiCache for Redis","Amazon ElastiCache for Redis",0
0000301,03,"Which of the following can help secure your sensitive data in Amazon S3? (Choose TWO)","Delete the encryption keys once your data is encrypted,With AWS you do not need to worry about encryption,Enable S3 Encryption,Encrypt the data prior to uploading it,Delete all IAM users that have access to S3","Enable S3 Encryption,Encrypt the data prior to uploading it",1
0000302,03,"Which AWS service helps developers compile and test their code?","AWS CodeDeploy,AWS CodeCommit,CloudEndure,AWS CodeBuild","AWS CodeBuild",0
0000303,03,"Which of the following will affect how much you are charged for storing objects in S3? (Choose TWO)","Using default encryption for any number of S3 buckets,The number of EBS volumes attached to your instances,The storage class used for the objects stored,Creating and deleting S3 buckets,The total size in gigabytes of all objects stored","The storage class used for the objects stored,The total size in gigabytes of all objects stored",1
0000304,03,"What does the Amazon CloudFront service provide? (Choose TWO)","Tracks user activity and API usage,Increases application availability by caching at the edge,Enables faster disaster recovery,Stores archived data at very low costs,Delivers content to end users with low latency","Increases application availability by caching at the edge,Delivers content to end users with low latency",1
0000305,03,"You are facing a lot of problems with your current contact center. Which service provides a cloud-based contact center that can deliver a better service for your customers?","Amazon Lightsail,Amazon Connect,AWS Direct Connect,AWS Elastic Beanstalk","Amazon Connect",0
0000306,03,"You have migrated your application to AWS recently. How can you view the AWS costs applied to your account?","Using the AWS Cost & Usage Report,Using the AWS Total Cost of Ownership (TCO) dashboard,Using the AWS CloudWatch logs dashboard,Using the Amazon VPC dashboard","Using the AWS Cost & Usage Report",0
0000307,03,"Which of the following are valid Amazon EC2 Reserved Instance types? (Choose TWO)","Convertible,Expedited,Bulk,Spot,Standard","Convertible,Standard",1
0000308,03,"Which of the following services gives you access to all AWS auditor-issued reports and certifications?","AWS Artifact,AWS Config,Amazon CloudWatch,AWS CloudTrail","AWS Artifact",0
0000309,03,"You manage a blog on AWS that has different environments: development, testing, and production. What can you use to create a custom console for each environment to view and manage your resources easily?","AWS Resource Groups,AWS Placement Groups,AWS Management Console,AWS Tag Editor","AWS Resource Groups",0
0000310,03,"Which AWS service collects metrics from running EC2 instances?","Amazon Inspector,Amazon CloudWatch,AWS CloudFormation,AWS CloudTrail","Amazon CloudWatch",0
0000311,03,"Your web application currently faces performance issues and suffers from long load times. Which of the following AWS services could help fix these issues and improve performance?","Amazon Detective,AWS X-Ray,AWS Security Hub,AWS Shield","AWS X-Ray",0
0000312,03,"Which of the following compute resources are serverless? (Choose TWO)","Amazon EC2,AWS Fargate,AWS Lambda,Amazon ECS,Amazon EMR","AWS Fargate,AWS Lambda",1
0000313,03,"For compliance and regulatory purposes, a government agency requires that their applications must run on hardware that is dedicated to them only. How can you meet this requirement?","Use EC2 Dedicated Hosts,Use EC2 Reserved Instances,Use EC2 Spot Instances,Use EC2 On-demand Instances","Use EC2 Dedicated Hosts",0
0000314,03,"Which AWS Cost Governance best practice recommends refining workloads regularly to make the most of existing AWS resources and reduce costs?","Tagging Enforcement,Architecture Optimization,Budgeting Processes,Resource Controls","Architecture Optimization",0
0000315,03,"An organization needs to build a financial application that requires support for ACID transactions. Which AWS database service is most appropriate in this case?","RedShift,RDS,CloudHSM,DMS","RDS",0
0000316,03,"What can you use to assign permissions directly to an IAM user?","IAM Identity,IAM Group,IAM Role,IAM Policy","IAM Policy",0
0000317,03,"The owner of an E-Commerce application notices that the compute capacity requirements vary heavily from time to time. What makes AWS more economical than traditional data centers for this type of application?","AWS allows customers to launch powerful EC2 instances to handle spikes in load,AWS allows customers to pay upfront to get bigger discounts,AWS allows customers to launch and terminate EC2 instances based on demand,AWS allows customers to choose cheaper types of EC2 instances that best fit their needs","AWS allows customers to launch and terminate EC2 instances based on demand",0
0000318,03,"Amazon RDS supports multiple database engines to choose from. Which of the following is not one of them?","PostgreSQL,Oracle,Microsoft SQL Server,Teradata","Teradata",0
0000319,03,"Which of the following AWS services would help you migrate on-premise databases to AWS?","AWS DMS,Amazon S3 Transfer Acceleration,AWS Directory Service,AWS Transit Gateway","AWS DMS",0
0000320,03,"For new AWS customers, what is the EASIEST way to launch a simple WordPress website on AWS?","Run WordPress on an Amazon Lightsail instance,Install WordPress on an Amazon EC2 instance,Use the Amazon S3 Web hosting feature,Host the website directly on AWS Cloud Development Kit (AWS CDK)","Run WordPress on an Amazon Lightsail instance",0
0000321,03,"Which of the following would you use to manage your encryption keys in the AWS Cloud? (Choose TWO)","AWS KMS,AWS Certificate Manager,AWS CodeDeploy,AWS CodeCommit,CloudHSM","AWS KMS,CloudHSM",1
0000322,03,"Which of the following services allows you to install and run custom relational database software?","Amazon EC2,Amazon Cognito,Amazon RDS,Amazon Inspector","Amazon EC2",0
0000323,03,"Your application requirements for CPU and RAM are changing in an unpredictable way. Which service can be used to dynamically adjust these resources based on load?","Auto Scaling,ELB,Amazon Route53,Amazon Elastic Container Service","Auto Scaling",0
0000324,03,"A company has infrastructure hosted in an on-premises data center. They currently have an operations team that takes care of identity management. If they decide to migrate to the AWS cloud, which of the following services would help them perform the same role in AWS?","AWS IAM,AWS Outposts,AWS Federation,Amazon Redshift","AWS IAM",0
0000325,03,"What are some key design principles for designing public cloud systems? (Choose TWO)","Reserved capacity instead of on demand,Loose coupling over tight coupling,Servers instead of managed services,Disposable resources instead of fixed servers,Multi-AZ deployments instead of multi-region deployments","Loose coupling over tight coupling,Disposable resources instead of fixed servers",1
0000326,03,"Where can AWS account owners get a list of all users in their account, including the status of their AWS credentials?","AWS CloudTrail Trails,IAM Credential Report,AWS Artifact reports,AWS Cost and Usage Report","IAM Credential Report",0
0000327,03,"Which of the following services enables you to easily generate and use your own encryption keys in the AWS Cloud?","AWS Shield,AWS Certificate Manager,AWS CloudHSM,AWS WAF","AWS CloudHSM",0
0000328,03,"You have developed a web application targeting a global audience. Which of the following will help you achieve the highest redundancy and fault tolerance from an infrastructure perspective?","There is no need to architect for these capabilities in AWS, as AWS is redundant by default,Deploy the application in a single Availability Zone,Deploy the application in multiple Availability Zones in a single AWS region,Deploy the application in multiple Availability Zones in multiple AWS regions","Deploy the application in multiple Availability Zones in multiple AWS regions",0
0000329,03,"For some services, AWS automatically replicates data across multiple Availability Zones to provide fault tolerance. Select TWO services that automatically replicate data across Availability Zones.","Instance Store,S3,DynamoDB,Amazon Route 53,AWS VPN","S3,DynamoDB",1
0000330,03,"Which of the following factors affect Amazon CloudFront cost? (Choose TWO)","Number of Requests,Traffic Distribution,Number of Volumes,Instance type,Storage Class","Number of Requests,Traffic Distribution",1
0000331,03,"Which of the following resources can an AWS customer use to learn more about prohibited uses of the services offered by AWS?","AWS Service Control Policies (SCPs),AWS Artifact,AWS Budgets,AWS Acceptable Use Policy","AWS Acceptable Use Policy",0
0000332,03,"Which of the following security resources are available to any user for free? (Choose TWO)","AWS Bulletins,AWS TAM,AWS Support API,AWS Security Blog,AWS Classroom Training","AWS Bulletins,AWS Security Blog",1
0000333,03,"How can you protect data stored on Amazon S3 from accidental deletion?","By enabling S3 Versioning,By configuring S3 Bucket Policies,By configuring S3 Lifecycle Policies,By disabling S3 Cross-Region Replication (CRR)","By enabling S3 Versioning",0
0000334,03,"Which of the following is the responsibility of AWS according to the AWS Shared Responsibility Model?","Securing regions and edge locations,Performing auditing tasks,Monitoring AWS resources usage,Securing access to AWS resources","Securing regions and edge locations",0
0000335,03,"Which of the following AWS support plans provides access to only the seven core AWS Trusted Advisor checks?","Business & Enterprise Support,Basic & Developer Support,Developer & Enterprise Support,Developer & Business Support","Basic & Developer Support",0
0000336,03,"Which of the following is NOT a benefit of using AWS Lambda?","AWS Lambda runs code without provisioning or managing servers,AWS Lambda provides resizable compute capacity in the cloud,There is no charge when your AWS Lambda code is not running,AWS Lambda can be called directly from any mobile app","AWS Lambda can be called directly from any mobile app",0
0000337,03,"How does AWS help customers achieve compliance in the cloud?","It's not possible to meet regulatory compliance requirements in the Cloud,AWS applies the most common Cloud security standards, and is responsible for complying with customers' applicable laws and regulations,AWS has many common assurance certifications such as ISO 9001 and HIPAA,Many AWS services are assessed regularly to comply with local laws and regulations","AWS has many common assurance certifications such as ISO 9001 and HIPAA",0
0000338,03,"Who is responsible for scaling a DynamoDB database in the AWS Shared Responsibility Model?","Your security team,Your development team,AWS,Your internal DevOps team","AWS",0
0000339,03,"You are working as a web app developer. You are currently facing issues in media playback for mobile devices because your media format is not supported. Which of the following AWS services can help you convert your media into another format?","Amazon Elastic Transcoder,Amazon Pinpoint,AmazonS3,Amazon Rekognition","Amazon Elastic Transcoder",0
0000340,03,"What are the benefits of the AWS Organizations service? (Choose TWO)","Control access to AWS services,Help organizations design and maintain an accelerated path to successful cloud adoption,Manage your organization's payment methods,Help organization achieve their desired business outcomes with AWS,Consolidate billing across multiple AWS accounts","Control access to AWS services,Consolidate billing across multiple AWS accounts",1
0000341,03,"Which AWS service allows you to build a data warehouse in the cloud?","AWS Shield,Amazon Redshift,Amazon RDS,Amazon Comprehend","Amazon Redshift",0
0000342,03,"What AWS service allows you to buy third-party software solutions and services that run on AWS resources?","AWS Application Discovery service,Amazon DevPay,AWS Marketplace,Resource Groups","AWS Marketplace",0
0000343,03,"Which of the following services is an AWS repository management system that allows for storing, versioning, and managing your application code?","AWS CodePipeline,AWS CodeCommit,AWS X-Ray,Amazon Inspector","AWS CodeCommit",0
0000344,03,"Which AWS service can be used to route end users to the nearest AWS Region to reduce latency?","Amazon Cognito,AWS Systems Manager,AWS Cloud9,Amazon Route 53","Amazon Route 53",0
0000345,03,"Which feature enables users to sign into their AWS accounts with their existing corporate credentials?","Federation,Access keys,IAM Permissions,WAF rules","Federation",0
0000346,03,"According to the AWS shared responsibility model, what are the controls that customers fully inherit from AWS? (Choose TWO)","Awareness and Training,Communications controls,Data center security controls,Environmental controls,Resource Configuration Management","Data center security controls,Environmental controls",1
0000347,03,"What can you access by visiting the URL: http://status.aws.amazon.com?","AWS Billing Dashboard,AWS Cost Dashboard,AWS Service Health Dashboard,AWS Security Dashboard","AWS Service Health Dashboard",0
0000348,03,"Which of the following procedures can reduce latency when your end users are retrieving data? (Choose TWO)","Store media assets in the region closest to your end users,Store media assets on an additional EBS volume and increase the capacity of your server,Replicate media assets to at least two availability zones,Reduce the size of media assets using the Amazon Elastic Transcoder,Store media assets in S3 and use CloudFront to distribute these assets","Store media assets in the region closest to your end users,Store media assets in S3 and use CloudFront to distribute these assets",1
0000349,01,"Which of the following are part of the seven design principles for security in the cloud? (Choose TWO)","Use manual monitoring techniques to protect your AWS resources,Use IAM roles to grant temporary access instead of long-term credentials,Scale horizontally to protect from failures,Enable real-time traceability,Never store sensitive data in the cloud","Use IAM roles to grant temporary access instead of long-term credentials,Enable real-time traceability",1
0000350,03,"A company is migrating production workloads to AWS, and they are concerned about cost management across different departments. Which option should the company implement to categorize and track AWS spending?","Use the AWS Pricing Calculator service to monitor the costs incurred by each department,Use Amazon Aurora to forecast AWS spending based on usage,Apply cost allocation tags to segment AWS costs by different projects and departments,Configure AWS Price List API to receive billing updates for each department automatically","Apply cost allocation tags to segment AWS costs by different projects and departments",0
0000351,03,"What is the main benefit of attaching security groups to an Amazon RDS instance?","Manages user access and encryption keys,Controls what IP address ranges can connect to your database instance,Deploys SSL/TLS certificates for use with your database instance,Distributes incoming traffic across multiple targets","Controls what IP address ranges can connect to your database instance",0
0000352,03,"A company wants to use Amazon Elastic Container Service (Amazon ECS) to run its containerized applications. For compliance reasons, the company wants to retain complete visibility and control over the underlying server cluster. Which Amazon ECS launch type will satisfy these requirements?","EC2 launch type,Fargate launch type,Lightsail launch type,Lambda launch type","EC2 launch type",0
0000353,03,"You have multiple standalone AWS accounts and you want to decrease your AWS monthly charges. What should you do?","Try to remove unnecessary AWS accounts,Add the accounts to an AWS Organization and use Consolidated Billing,Track the AWS charges that are incurred by the member accounts,Enable AWS tiered-pricing before provisioning resources","Add the accounts to an AWS Organization and use Consolidated Billing",0
0000354,03,"You have been tasked with auditing the security of your VPC. As part of this process, you need to start by analyzing what inbound and outbound traffic is allowed on your EC2 instances. What two parts of the VPC do you need to check to accomplish this task?","Network ACLs and Traffic Manager,Network ACLs and Subnets,Security Groups and Internet Gateways,Security Groups and Network ACLs","Security Groups and Network ACLs",1
0000355,03,"What does the AWS 'Business' support plan provide? (Choose TWO)","Access to the full set of Trusted Advisor checks,Support Concierge Service,Less than 15 minutes response-time support if your business critical system goes down,AWS Support API,Proactive Technical Account Management","Access to the full set of Trusted Advisor checks,AWS Support API",1
0000356,03,"You have just finished writing your application code. Which service can be used to automate the deployment and scaling of your application?","Amazon Simple Storage Service,AWS Elastic Beanstalk,AWS CodeCommit,Amazon Elastic File System","AWS Elastic Beanstalk",0
0000357,03,"Which statement is true in relation to security in AWS?","AWS manages everything related to EC2 operating systems,AWS customers are responsible for patching any database software running on Amazon EC2,Server side encryption is the responsibility of AWS,AWS is responsible for the security of your application","AWS customers are responsible for patching any database software running on Amazon EC2",0
0000358,03,"Amazon EC2 instances are conceptually very similar to traditional servers. However, using Amazon EC2 server instances in the same manner as traditional hardware server instances is only a starting point. What are the main benefits of using the AWS EC2 instances instead of traditional servers? (Choose TWO)","Improves Fault-Tolerance,Provides your business with a seamless remote accessibility,Prevents unauthorized users from getting into your network,Provides automatic data backups,Can be scaled manually in a shorter period of time","Improves Fault-Tolerance,Can be scaled manually in a shorter period of time",1
0000359,03,"Which statement is true regarding AWS pricing? (Choose TWO)","With the AWS pay-as-you-go pricing model, you don't have to pay any upfront fee,You have no responsibility for third-party software license costs,You only pay for the individual services that you need with no long-term contracts,For some services, you have to pay a startup fee in order to get the service running,There are no reservations on AWS, you only pay for what you use","With the AWS pay-as-you-go pricing model, you don't have to pay any upfront fee,You only pay for the individual services that you need with no long-term contracts",1
0000360,03,"Which AWS service provides the EASIEST way to set up and manage a secure, well-architected, multi-account AWS environment?","AWS Control Tower,Amazon Macie,AWS Systems Manager Patch Manager,AWS Security Hub","AWS Control Tower",0
0000361,03,"A company is running a large web application that needs to always be available. The application tends to slow down when CPU usage is greater than 60%. How can they track when CPU usage goes above 60% for any of the EC2 Instances in their account?","Use CloudFront to monitor the CPU usage,Set the AWS Config CPU threshold to 60% to receive a notification when EC2 usage exceeds that value,Use CloudWatch Alarms to monitor the CPU and alert when the CPU usage is >= 60%,Use SNS to monitor the utilization of the server","Use CloudWatch Alarms to monitor the CPU and alert when the CPU usage is >= 60%",0
0000362,03,"What is the recommended storage option when hosting an often-changing database on an Amazon EC2 instance?","Amazon EBS,Amazon RDS,You can't run a database inside an Amazon EC2 instance,Amazon DynamoDB","Amazon EBS",0
0000363,03,"You are working as a site reliability engineer (SRE) in an AWS environment, which of the following services helps monitor your applications?","Amazon CloudWatch,Amazon CloudSearch,Amazon Elastic MapReduce,Amazon CloudHSM","Amazon CloudWatch",0
0000364,03,"What factors determine how you are charged when using AWS Lambda? (Choose TWO)","Storage consumed,Number of requests to your functions,Number of volumes,Placement groups,Compute time consumed","Number of requests to your functions,Compute time consumed",1
0000365,03,"What are the main differences between an IAM user and an IAM role in AWS? (Choose TWO)","An IAM user is uniquely associated with only one person, however a role is intended to be assumable by anyone who needs it,An IAM user has permanent credentials associated with it, however a role has temporary credentials associated with it,IAM users are more cost effective than IAM roles,A role is uniquely associated with only one person, however an IAM user is intended to be assumable by anyone who needs it,An IAM user has temporary credentials associated with it, however a role has permanent credentials associated with it","An IAM user is uniquely associated with only one person, however a role is intended to be assumable by anyone who needs it,An IAM user has permanent credentials associated with it, however a role has temporary credentials associated with it",1
0000366,03,"Which of the following actions may reduce Amazon EBS costs? (Choose TWO)","Deleting unused buckets,Using reservations,Deleting unnecessary snapshots,Changing the type of the volume,Distributing requests to multiple volumes","Deleting unnecessary snapshots,Changing the type of the volume",1
0000367,03,"What does Amazon GuardDuty do to protect AWS accounts and workloads?","Notifies AWS customers about abuse events once they are reported,Continuously monitors AWS infrastructure and helps detect threats such as attacker reconnaissance or account compromise,Helps AWS customers identify the root cause of potential security issues,Checks security groups for rules that allow unrestricted access to AWS resources","Continuously monitors AWS infrastructure and helps detect threats such as attacker reconnaissance or account compromise",0
0000368,03,"Which database service should you use if your application and data schema require 'joins' or complex transactions?","Amazon RDS,AWS Outposts,Amazon DocumentDB,Amazon DynamoDB","Amazon RDS",0
0000369,03,"Which of the following makes it easier for you to categorize, manage and filter your resources?","Amazon CloudWatch,AWS Service Catalog,AWS Directory Service,AWS Tagging","AWS Tagging",0
0000370,03,"What should you consider when storing data in Amazon Glacier?","Amazon Glacier only accepts data in a compressed format,Glacier can only be used to store frequently accessed data and data archives,Amazon Glacier does not provide immediate retrieval of data,Attach Glacier to an EC2 Instance to be able to store data","Amazon Glacier does not provide immediate retrieval of data",0
0000371,03,"Engineers are wasting a lot of time and effort managing batch computing software in traditional data centers. Which of the following AWS services allows them to easily run thousands of batch computing jobs?","Amazon EC2,AWS Batch,Lambda@Edge,AWS Fargate","AWS Batch",0
0000372,03,"How can you increase your application's fault-tolerance while it is being hosted in AWS?","Deploy your application across multiple EC2 instances,Deploy your application across multiple Availability Zones,Host your application on one powerful EC2 instance type instead of multiple smaller instances,Deploy the underlying application resources across multiple subnets","Deploy your application across multiple Availability Zones",0
0000373,03,"Which of the following AWS Support Plans gives you 24/7 access to Cloud Support Engineers via email & phone? (Choose TWO)","Developer,Premium,Enterprise,Standard,Business","Enterprise,Business",1
0000374,03,"Which of the following requires an access key ID and a secret access key to get long-lived programmatic access to AWS resources? (Choose TWO)","IAM group,IAM user,IAM role,AWS account root user,TAM","IAM user,AWS account root user",1
0000375,03,"Which of the following is a benefit of the 'Loose Coupling' architecture principle?","It eliminates the need for change management,It allows for Cross-Region Replication,It helps AWS customers reduce Privileged Access to AWS resources,It allows individual application components or services to be modified without affecting other components","It allows individual application components or services to be modified without affecting other components",0
